group,genres,year,url,genres_coded
MARIA STUART,,,,
MARIMBA PLUS,ФЬЮЖН,1999.0,https://ru.wikipedia.org/wiki/Marimba_Plus,FUSION
MARKSCHEIDER KUNST,РОКАБИЛЛИ;КАНТРИ;СКА-ДЖАЗ;РЕГГИ,1992.0,https://ru.wikipedia.org/wiki/Markscheider_Kunst,ROCKABILLY;SKA JAZZ;COUNTRY;REGGAE
MARTIAL ART,,,,
MARVEL,ПРОГРЕССИВНЫЙ МЕТАЛ;АЛЬТЕРНАТИВНЫЙ РОК;АЛЬТЕРНАТИВНЫЙ МЕТАЛ,2006.0,https://ru.wikipedia.org/wiki/Marvel_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ALTERNATIVE ROCK;ALTERNATIVE METAL;PROGRESSIVE METAL
MARY LAND,,,,
MASKA LOKI,,,,
MASS IN COMATOSE,,,,
MATERIA PRIMA,ХЕВИ-МЕТАЛ,2002.0,https://ru.wikipedia.org/wiki/Materia_Prima_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),HEAVY METAL
MAUZER,АЛЬТЭРНАТЫЎНЫ МЭТАЛ;MAINSTREAM METAL;ПОП-МЭТАЛ,2002.0,https://be-tarask.wikipedia.org/wiki/Mauzer,ALTERNATIVE METAL;METAL;POST METAL
MAXIMA,,,https://uk.wikipedia.org/wiki/Maxima_(%D0%B3%D1%83%D1%80%D1%82),
MAY OF SORROW,МЕЛОДИЧНИЙ МЕТАЛКОР;МЕЛОДИЧНИЙ ХАРДКОР;АЛЬТЕРНАТИВНИЙ МЕТАЛ;ПОСТ-ХАРДКОР,2008.0,https://uk.wikipedia.org/wiki/May_of_Sorrow,POST HARDCORE;ALTERNATIVE METAL;MELODIC METALCORE;MELODIC HARD CORE
MAZIE SMIRDĪGIE KOCIŅI,GARĀŽROKS;INDĪROKS;ACID PUNK,2003.0,https://lv.wikipedia.org/wiki/Mazie_smird%C4%ABgie_koci%C5%86i,ACID PUNK;GARAGE ROCK;INDIE ROCK
MBAND,,,,
MC LYGA,,,,
"ME, MYSELF & I",РОК,1996.0,"https://et.wikipedia.org/wiki/Me,_Myself_%26_I",ROCK
MEANINGS BESIDE,,,,
MECHANICAL POET,ПРОГРЕССИВНЫЙ МЕТАЛ;ПОСТ-ПРОГ;АЛЬТЕРНАТИВНЫЙ МЕТАЛ,2002.0,https://ru.wikipedia.org/wiki/Mechanical_Poet,POST PROGRESSIVE;ALTERNATIVE METAL;PROGRESSIVE METAL
MEDEA,,,,
MEDICINA MENTIS,,,,
MEDIEVIL,БЛЭК-МЕТАЛ,1998.0,https://ru.wikipedia.org/wiki/Medievil_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLACK METAL
MEES,,2007.0,https://et.wikipedia.org/wiki/Mees_(ansambel),
MEGAN QUARTET,,1997.0,https://et.wikipedia.org/wiki/Megan_Quartet,
MEGAPOLIS WITCHES,ЕЛЕКТРОННА МУЗИКА;ІНДІ-РОК;ГРАНДЖ;АРТ-РОК;АЛЬТЕРНАТИВНИЙ РОК,2009.0,https://uk.wikipedia.org/wiki/Megapolis_Witches,ART ROCK;ALTERNATIVE ROCK;ELECTRONIC;GRUNGE;INDIE ROCK
MEGATERY,,,,
MEGGAN,PROGEROCK;JAZZ-ROCK,1994.0,https://et.wikipedia.org/wiki/Meggan,JAZZ ROCK;PROGRESSIVE ROCK
MEIE,,,https://et.wikipedia.org/wiki/Meie,
MEIE MEES,POP,2007.0,https://et.wikipedia.org/wiki/Meie_Mees,POP
MELANCHOLY,,,,
MELDIS,FOLK,2006.0,https://ru.wikipedia.org/wiki/Meldis,FOLK
MELNĀ PRINCESE,РОК,1996.0,https://lv.wikipedia.org/wiki/Meln%C4%81_Princese,ROCK
MELO-M,ROKMŪZIKA;KAMERMŪZIKA,2005.0,https://lv.wikipedia.org/wiki/Melo-M,CHAMBER;ROCK
MELODICA,,,,
MELOSS,,,,
MEMORIAALANSAMBEL,,,,
MEMORIAL,,,,
MENTAL HOME,ДУМ-МЕТАЛ,1993.0,https://ru.wikipedia.org/wiki/Mental_Home,DOOM METAL
MENUETS,РОК,1968.0,https://lv.wikipedia.org/wiki/Menuets_(grupa),ROCK
MERLIN,ГРАЙНДКОР;ТРЭШ-МЕТАЛ;ДЭТ-МЕТАЛ;БРУТАЛЬНЫЙ ДЭТ-МЕТАЛ,1992.0,https://ru.wikipedia.org/wiki/Merlin_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BRUTAL DEATH METAL;DEATH METAL;GRINDCORE;THRASH METAL
MERRY CHRISTMAS MR. LAWRENCE,,,,
MERRY POPPINS,СИНТИ-ПОП,2004.0,https://ru.wikipedia.org/wiki/Merry_Poppins,SYNTH POP
MERVA,АЛЬТЕРНАТИВНИЙ РОК,2004.0,https://uk.wikipedia.org/wiki/Merva,ALTERNATIVE ROCK
MERVENT,,,,
MESI,,,,
MESKALITO CHIPS,,,,
MESS,PROGRESIIVROKK,1974.0,https://et.wikipedia.org/wiki/Mess_(ansambel),PROGRESSIVE ROCK
MESS AGE,РОК,1991.0,https://ru.wikipedia.org/wiki/Mess_Age,ROCK
MESSER CHUPS,СЁРФ-РОК;ЭЛЕКТРОННАЯ МУЗЫКА,1998.0,https://ru.wikipedia.org/wiki/Messer_Chups,ELECTRONIC;SURF ROCK
METALCRASH,,,,
METALFORCE,ТРЕШ-МЕТАЛ,1993.0,https://uk.wikipedia.org/wiki/MetalForce,THRASH METAL
METALLIST,,1985.0,https://et.wikipedia.org/wiki/Metallist_(ansambel),
METEORAI,ROKAS;BIG-BITAS,1967.0,https://lt.wikipedia.org/wiki/Meteorai,BIG BEAT;ROCK
METRO LUMINAL,НОВАЯ ВОЛНА;ALTERNATIIVROCK;ПОСТ-ПАНК,1988.0,https://et.wikipedia.org/wiki/Metro_Luminal,ALTERNATIVE ROCK;NEW WAVE;POST PUNK
METRONOOM,JAZZ,1950.0,https://et.wikipedia.org/wiki/Metronoom_(ansambel),JAZZ
METSATÖLL,HEAVY METAL;FOLK METAL,1999.0,https://et.wikipedia.org/wiki/Metsat%C3%B6ll,HEAVY METAL;FOLK METAL
MIAU,,2004.0,https://et.wikipedia.org/wiki/Miau,
MIELAVS UN PĀRCĒLĀJI,ALTERNATĪVA MŪZIKA;POPMŪZIKA,2005.0,https://lv.wikipedia.org/wiki/Mielavs_un_P%C4%81rc%C4%93l%C4%81ji,POP;ALTERNATIVE
MIGREEN,ПАНК,2000.0,https://et.wikipedia.org/wiki/Migreen_(ansambel),PUNK
MIKRONID,,1965.0,https://et.wikipedia.org/wiki/Mikronid,
MILITARY JANE,ГРАНЖ,1994.0,https://ru.wikipedia.org/wiki/Military_Jane,GRUNGE
MILK & KISSES,,,,
MILLENIUM,,1997.0,https://ro.wikipedia.org/wiki/Millenium_(forma%C8%9Bie),
MILLON KOPEK,,,,
MIMICRY,,2010.0,https://et.wikipedia.org/wiki/Mimicry,
MIND ODYSSEY,,,,
MINU ISA OLI AUSUS ISE,,1990.0,https://et.wikipedia.org/wiki/Minu_Isa_Oli_Ausus_Ise,
MIR,,1970.0,https://et.wikipedia.org/wiki/MIR,
MIRIADA,,,,
MISANTHROPE COUNT MERCYFUL,THRASH-МЕТАЛ;GROOVE METAL;POST THRASH METAL,2001.0,https://ru.wikipedia.org/wiki/Misanthrope_Count_Mercyful,GROOVE METAL;POST THRASH METAL;THRASH METAL
MISERY,,,,
MISTIGO VARGGOTH DARKESTRA,,,,
MITROHIN MASTER BAND,,,,
MIZANTROPIA,,,,
MLLM,ROCK,2000.0,https://uk.wikipedia.org/wiki/MLLM,ROCK
MOBILE,,1978.0,https://et.wikipedia.org/wiki/Mobile_(ansambel),
MODERN ETHIC,,,,
MODERN FOX,,1984.0,https://et.wikipedia.org/wiki/Modern_Fox,
MODO,VIA,1972.0,https://ru.wikipedia.org/wiki/Modo,VIA
MOFO,INDĪROKS;ALTERNATĪVAIS ROKS,2003.0,https://lv.wikipedia.org/wiki/Mofo,ALTERNATIVE ROCK;INDIE ROCK
MOJO BLUES,БЛЮЗ;БЛЮЗ-РОК,1997.0,https://be-tarask.wikipedia.org/wiki/Mojo_Blues,BLUES ROCK;BLUES
MOLESTATION,,,,
MOLOTOV 20,РЕЙВ;ТЕХНО;ІНДАСТРІАЛ,1994.0,https://uk.wikipedia.org/wiki/Molotov_20,INDUSTRIAL;RAVE;TECHNO
MOLPHAR,,,,
MOLY,,,,
MOMEND,,,,
MONA DE BO,DRONE;SLOW CORE,2005.0,https://lv.wikipedia.org/wiki/Mona_de_Bo,DRONE;SLOW CORE
MONARH,,,,
MONITOR,,1982.0,https://et.wikipedia.org/wiki/Monitor_(ansambel),
MONKEY'S WORK,АЛЬТЕРНАТИВА,1991.0,https://uk.wikipedia.org/wiki/Monkey%27s_Work,ALTERNATIVE
MONOHORD,,,,
MONOLIZARD,,,,
MONOЛИЗА,ИНТЕЛЛЕКТУАЛЬНЫЙ РОК;РОК;ПОП-РОК,2007.0,https://ru.wikipedia.org/wiki/MONO%D0%9B%D0%98%D0%97%D0%90,INTELLECTUAL ROCK;ROCK;POP ROCK
MONRO,SMAGAIS ROKS;SMAGAIS METĀLS,1988.0,https://lv.wikipedia.org/wiki/Monro_(m%C5%ABzikas_grupa),HEAVY METAL;HARD ROCK
MONSTERCÖUQ,ROCK,2009.0,https://et.wikipedia.org/wiki/Monsterc%C3%B6uq,ROCK
MONSTRUM,,1970.0,https://et.wikipedia.org/wiki/Monstrum_(ansambel),
MOONCAKE,ИНСТРУМЕНТАЛЬНАЯ МУЗЫКА;НЕОКЛАССИКА;АРТ-РОК;СПЕЙС-РОК,2006.0,https://ru.wikipedia.org/wiki/Mooncake,ART ROCK;SPACE ROCK;INSTRUMENTAL;NEOCLASSICAL
MOONDUST,ALTERNATYVUS ROKAS,2006.0,https://lt.wikipedia.org/wiki/Moondust,ALTERNATIVE ROCK
MOONTALK,ROCK,,,ROCK
MOOSES,,,,
MOR,,,,
MORBIA,,,,
MORDOR,ИНДАСТРИАЛ-МЕТАЛ;АЛЬТЕРНАТИВНЫЙ РОК;ШОК-РОК,2008.0,https://ru.wikipedia.org/wiki/Mordor,ALTERNATIVE ROCK;INDUSTRIAL METAL;SHOCK ROCK
MORE THAN TALKING,,,,
MORIGAN,,,,
MOROSE MONTHS OF MELANCHOLY,,,,
MORPHINE SUFFERING,ЕЛЕКТРОННА МУЗИКА;МЕТАЛКОР;ДЕЗКОР;ПОСТ-ХАРДКОР,2008.0,https://uk.wikipedia.org/wiki/Morphine_Suffering,METALCORE;POST HARDCORE;ELECTRONIC;DEATHCORE
MORTEM,,,,
MORTIFIED,,,,
MOSAIC OF SOUL,,,,
MOSCOW ART TRIO,,,,
MOSCOW GROOVES INSTITUTE,ЭЛЕКТРОННАЯ МУЗЫКА,1995.0,https://ru.wikipedia.org/wiki/Moscow_Grooves_Institute,ELECTRONIC
MOSQUITO,,,,
MOTOR-ROLLER,КЛАССИЧЕСКИЙ РОК,1993.0,https://ru.wikipedia.org/wiki/Motor-Roller,CLASSIC ROCK
MOTORAMA,НОВАЯ ВОЛНА;ТВИ-ПОП;ПОСТПАНК;ИНДИ-РОК,2005.0,https://ru.wikipedia.org/wiki/Motorama,NEW WAVE;TWEE POP;POST PUNK;INDIE ROCK
MOURNFUL GUST,ДУМ-МЕТАЛ;ГОТИК-МЕТАЛ;ДЭТ-МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/Mournful_Gust,GOTHIC METAL;DEATH METAL;DOOM METAL
MOVE RED OBJECTS,,,,
MOZGI,,,,
MO’JAH’HEAD,,,,
MR&MS,,,,
MR. HAPPYMAN,,,https://et.wikipedia.org/wiki/Mr._Happyman,
MR. LAWRENCE,,2000.0,https://et.wikipedia.org/wiki/Mr._Lawrence,
MR.БЭНИШ,РОК;ПОП-РОК,2006.0,https://ru.wikipedia.org/wiki/Mr.%D0%91%D1%8D%D0%BD%D0%B8%D1%88,ROCK;POP ROCK
MTJ,,,,
MULTIVERSE,,,,
MUNRUTHEL,,,,
MURDER WILL OUT,,,,
MURK EXORBITANCE,ДЭТ-МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/Murk_Exorbitance,DEATH METAL
MUSCIMOL,,,,
MUSHMELLOW,АЛЬТЕРНАТИВНИЙ РОК,2004.0,https://uk.wikipedia.org/wiki/Mushmellow,ALTERNATIVE ROCK
MUSHY,,,,
MUSICA PETROPOLITANA,,1990.0,https://ru.wikipedia.org/wiki/Musica_Petropolitana,
MUSIQQ,POPMŪZIKA;R&B,2009.0,https://lv.wikipedia.org/wiki/Musiqq,POP;RHYTM-N-BLUES
MUST MAMBA,,,,
MUST MISSA,BLACK THRASH METAL;THRASH METAL,1996.0,https://et.wikipedia.org/wiki/Must_Missa,BLACK THRASH METAL;THRASH METAL
MUST Q,RÄPP;TANTSUMUUSIK,1995.0,https://et.wikipedia.org/wiki/Must_Q,DANCE;RAP
MUST RONK,,,,
MUUSIK SEIF,ДИСКО;РОК-Н-РОЛЛ;РИТМ-Н-БЛЮЗ;СИНТИ-ПОП;БАЛЛАДЫ;ТЯЖЁЛЫЙ РОК,,https://et.wikipedia.org/wiki/Muusik_Seif,SYNTH POP;DISCO;RHYTM-N-BLUES;ROCK-N-ROLL;BALLAD;HARD ROCK
MUX,,,,
MY INK,ЕМО;АЛЬТЕРНАТИВНИЙ РОК,2009.0,https://uk.wikipedia.org/wiki/My_Ink,ALTERNATIVE ROCK;EMO
MY NAME,,,,
MY OCEAN,ПРОГРЕССИВНЫЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;ПОСТ-ХАРДКОР,2005.0,https://ru.wikipedia.org/wiki/My_Ocean_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ALTERNATIVE ROCK;POST HARDCORE;PROGRESSIVE ROCK
MY SISTER'S BAND,COUNTRY,,,COUNTRY
MY-TI,,,,
MYLLÄRIT,ФОЛК-РОК,1992.0,https://ru.wikipedia.org/wiki/Myll%C3%A4rit,FOLK ROCK
MYSTERY,,,,
MYSTERYA,СИМФОНІЧНИЙ РОК;СИМФОНІЧНИЙ МЕТАЛ,2007.0,https://uk.wikipedia.org/wiki/Mysterya,SYMPHONIC ROCK;SYMPHONIC METAL
MYT,БЛЕК-МЕТАЛ,2014.0,,BLACK METAL
MÜSTIKUD,,,,
N-EURO,DISCO HOUSE;CLUB;POPMUUSIKA,1999.0,https://et.wikipedia.org/wiki/N-Euro,DISCO HOUSE;POP;CLUB
N.E.O.,POP;ELEKTROPOP,2004.0,https://lt.wikipedia.org/wiki/N.E.O.,POP;ELECTRO POP
N.O.S.P.A.,,,,
N.R.M.,РОК;ГРАНЖ;ХАРД-РОК,1994.0,https://ru.wikipedia.org/wiki/N.R.M.,ROCK;HARD ROCK;GRUNGE
NAGAWANAS,,,,
NAGUAL,,,,
NAKA,РОК,2004.0,https://be.wikipedia.org/wiki/Naka,ROCK
NAKTINĖS PERSONOS,ПОП,1992.0,https://lt.wikipedia.org/wiki/Naktin%C4%97s_Personos,POP
NAMBA WON,,,,
NAMELESS,БЛЮЗ-РОК;ПСИХОДЕЛІЧНИЙ РОК,1992.0,"https://uk.wikipedia.org/wiki/Nameless_(UA,_Ternopil)",BLUES ROCK;PSYCHODELIC ROCK
NARGATHROND,,,,
NARKOTIKI,ДЭНС-ПАНК;НЬЮ-РЕЙВ,2007.0,https://ru.wikipedia.org/wiki/Narkotiki,NEW RAVE;DANCE PUNK
NATASHA & GOOSEE,,,,
NE!,,1995.0,https://et.wikipedia.org/wiki/NE!,
NECRO STELLAR,ПСИХОДЕЛИЧЕСКИЙ РОК;АМБИЕНТ;ИНДАСТРИАЛ;ДАРКВЕЙВ;ЭЛЕКТРОНИКА,1988.0,https://ru.wikipedia.org/wiki/Necro_Stellar,INDUSTRIAL;DARK WAVE;ELECTRONIC;AMBIENT;PSYCHODELIC ROCK
NECRO STRIKE,DEATH-METAL,2002.0,https://et.wikipedia.org/wiki/Necro_Strike,DEATH METAL
NEEDSHES,БРИТ-ПОП;ПОСТ-БРИТ-ПОП;АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,2013.0,https://ru.wikipedia.org/wiki/NEEDSHES,ALTERNATIVE ROCK;BRIT POP;POST BRITPOP;INDIE ROCK
NEGLECTED FIELDS,ПРОГРЕССИВНЫЙ МЕТАЛ;ДЭТ-МЕТАЛ,1995.0,https://ru.wikipedia.org/wiki/Neglected_Fields,DEATH METAL;PROGRESSIVE METAL
NELJAPÄEV,BLUES;ROCK,2004.0,https://et.wikipedia.org/wiki/Neljap%C3%A4ev_(ansambel),BLUES;ROCK
NEMDIS,MELODIC DEATH METAL,2003.0,https://be.wikipedia.org/wiki/Nemdis,MELODIC DEATH METAL
NEMESIS,,,,
NEMETON,,,,
NEMO,,1972.0,https://et.wikipedia.org/wiki/Nemo,
NENASTY,,,,
NEOANDERTALS,DEATH METAL,,https://et.wikipedia.org/wiki/Neoandertals,DEATH METAL
NEOCLUBBER,POP;DANCE-POP,2008.0,https://ru.wikipedia.org/wiki/Neoclubber,POP;DANCE POP
NEOGEEN,,,https://et.wikipedia.org/wiki/Neogeen_(ansambel),
NEOSTEP,,,,
NEPTŪNS,SMAGAIS ROKS;SMAGAIS METĀLS,1962.0,https://lv.wikipedia.org/wiki/Nept%C5%ABns_(grupa),HEAVY METAL;HARD ROCK
NETEISĖTAI PADARYTI,DAINUOJANTYS MIMAI,2012.0,https://lt.wikipedia.org/wiki/Neteis%C4%97tai_padaryti,PRISON ROCK
NETSLOV,ДАБ;ЛАУНЖ;ЭЛЕКТРОНИКА,1999.0,https://ru.wikipedia.org/wiki/NetSlov,ELECTRONIC;DUB;LOUNGE
NEUTRAL,,,,
NEVERSMILE,ПОП-ПАНК;АЛЬТЕРНАТИВНЫЙ РОК;ЭМО,2005.0,https://ru.wikipedia.org/wiki/Neversmile,ALTERNATIVE ROCK;POP PUNK;EMO
NEVMA,АЛЬТЭРНАТЫЎНЫ РОК,2005.0,https://be-tarask.wikipedia.org/wiki/Nevma,ALTERNATIVE ROCK
NEW'Z'COOL,ПОП;R&B;ХІП-ХОП,2000.0,https://uk.wikipedia.org/wiki/New%27Z%27Cool,POP;RHYTM-N-BLUES;HIP HOP
NEWTONE,BIG BEAT;BREAKBEAT,2005.0,https://ru.wikipedia.org/wiki/Newtone,BIG BEAT;BREAK BEAT
NEXUS,,2003.0,https://et.wikipedia.org/wiki/Nexus,
NGE,РОК;АЛЬТЕРНАТИВНЫЙ РОК,2008.0,https://be.wikipedia.org/wiki/NGe,ALTERNATIVE ROCK;ROCK
NIAGARA,АЛЬТЕРНАТИВА,2000.0,https://uk.wikipedia.org/wiki/NiagAra,ALTERNATIVE
NIAKRIS,,,,
"NICE WINGS, ICARUS!",ПОСТ-МЕТАЛ;ПОСТ-РОК,2008.0,"https://uk.wikipedia.org/wiki/Nice_Wings,_Icarus!",POST ROCK;POST METAL
NIGHT STAR,,,,
NIGHTSIDE GLANCE,СИМФО-БЛЭК-МЕТАЛ;БЛЭК-МЕТАЛ,2003.0,https://ru.wikipedia.org/wiki/Nightside_Glance,SYMPHONIC BLACK METAL;BLACK METAL
NIHE,,,,
NIHILISTIKRYPT,DEATH METAL,2004.0,https://et.wikipedia.org/wiki/Nihilistikrypt,DEATH METAL
NIKITA,POP,2008.0,https://uk.wikipedia.org/wiki/NikitA,POP
NILS’ TRAVEL,ROCK,,,ROCK
NIMMERSCHMIDT,ELEKTROPOP,2013.0,https://et.wikipedia.org/wiki/NimmerSchmidt,ELECTRO POP
NINA KARLSSON,,,,
NINE LIVES,,,,
NITR0-X,,,,
NITROUS,,,,
NIZKIZ,РОК;ИНДИ-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2008.0,https://be.wikipedia.org/wiki/Nizkiz,ALTERNATIVE ROCK;ROCK;INDIE ROCK
NO-BIG-SILENCE,INDUSTRIAL METAL,1995.0,https://et.wikipedia.org/wiki/No-Big-Silence,INDUSTRIAL METAL
NOID,ЭТНО-ФЬЮЖН,2007.0,https://ru.wikipedia.org/wiki/Noid,ETHNO FUSION
NOISEBLEED,РОК,2006.0,https://et.wikipedia.org/wiki/Noisebleed,ROCK
NOISEMURDER,GRINDCORE,1991.0,https://et.wikipedia.org/wiki/Noisemurder,GRINDCORE
NOISY KINSFOLK,,,,
NOIZMAKAZ,,,,
NOKTURNAL MORTUM,ПАГАН-МЕТАЛ;ФОЛК-МЕТАЛ;БЛЕК-МЕТАЛ,1994.0,https://uk.wikipedia.org/wiki/Nokturnal_Mortum,PAGAN METAL;BLACK METAL;FOLK METAL
NOMANS LAND,ВИКИНГ-МЕТАЛ,1996.0,https://ru.wikipedia.org/wiki/Nomans_Land,VIKING METAL
NON CADENZA,ДЖАЗ-РОК;СОУЛ;АРТ-РОК,2004.0,https://ru.wikipedia.org/wiki/Non_Cadenza,ART ROCK;JAZZ ROCK;SOUL
NONAMERZ,ХИП-ХОП,1998.0,https://ru.wikipedia.org/wiki/Nonamerz,HIP HOP
NOOBEL NELIK,,,https://et.wikipedia.org/wiki/Noobel_Nelik,
NOOR EESTI,PROGRESSIIVROCK,1976.0,https://et.wikipedia.org/wiki/Noor_Eesti,PROGRESSIVE ROCK
NORALASSO,БРІТПОП;ПОП-РОК,2005.0,https://uk.wikipedia.org/wiki/NoraLasso,BRIT POP;POP ROCK
NORDREAM,,,,
NORD’N’COMMANDER,INDUSTRIAL;ELECTRO;ГОТИК-РОК;ФОЛК,2001.0,https://ru.wikipedia.org/wiki/Nord%E2%80%99n%E2%80%99Commander,INDUSTRIAL;FOLK;ELECTRONIC;GOTHIC ROCK
NORMA,,,,
NOROC,FOLK;POP-ROCK,1967.0,https://ro.wikipedia.org/wiki/Noroc_(forma%C8%9Bie),FOLK;POP ROCK
NORTIA,,,,
NOTNET,,,,
NOVA,,,,
NOVI,ПОП;РОК;АЛЬТЕРНАТИВНИЙ РОК,2013.0,https://uk.wikipedia.org/wiki/NOVI,POP;ALTERNATIVE ROCK;ROCK
NOVIKOV,,,,
NSRD,ELEKTRONISKĀ MŪZIKA;DISKO;NEW WAVE;EKSPERIMENTĀLĀ MŪZIKA;AVANGARDS,1983.0,https://lv.wikipedia.org/wiki/NSRD,ELECTRONIC;NEW WAVE;DISCO;EXPERIMENTAL;AVANTGARDE
NUCLEAR LOSЬ,,,,
NUPS,ROCK,2008.0,https://et.wikipedia.org/wiki/NUPS,ROCK
NV,,,,
NYYD ENSEMBLE,UUE MUUSIKA;INSTRUMENTAALANSAMBEL,,https://et.wikipedia.org/wiki/NYYD_Ensemble,20TH CENTURY CLASSICAL;INSTRUMENTAL ENSEMBLE
O-ZONE,POP;EURODANCE;ELECTRONICA,1999.0,https://ro.wikipedia.org/wiki/O-Zone,POP;ELECTRONIC;EURO DANCE
O.TORVALD,ПОП-РОК;ПОП-ПАНК;АЛЬТЕРНАТИВНИЙ РОК,2005.0,https://uk.wikipedia.org/wiki/O.Torvald,ALTERNATIVE ROCK;POP PUNK;POP ROCK
OBLIVION MACHINE,INDUSTRIAL DEATH METAL;CYBER METAL;EXPERIMENTAL;ELECTRONIC MUSIC;DEATHCORE;ATMOSPHERIC GOTHIC METAL;DOOM METAL;SYNCRETIC METAL,2005.0,https://ru.wikipedia.org/wiki/Oblivion_Machine,INDUSTRIAL DEATH METAL;CYBER METAL;ELECTRONIC;EXPERIMENTAL;DEATHCORE;ATMOSPHERIC GOTHIC METAL;DOOM METAL;SYNCRETIC METAL
OBSESSION IN SILENCE,БЛЮЗ;РОК;ДЖАЗ,2000.0,https://uk.wikipedia.org/wiki/Obsession_in_Silence,BLUES;JAZZ;ROCK
OBTEST,PAGONIŠKASIS METALAS;BLACK METALAS,1992.0,https://lt.wikipedia.org/wiki/Obtest,PAGAN METAL;BLACK METAL
OCEAN JET,ELECTRONIC;SYNTHPOP;INDIE ROCK,2003.0,https://ru.wikipedia.org/wiki/Ocean_Jet,ELECTRONIC;SYNTH POP;INDIE ROCK
OCEANS RED,СКРІМО;ЕЛЕКТРОНІКА;МЕТАЛКОР;ДАБСТЕП;ПОСТ-ХАРДКОР,2013.0,https://uk.wikipedia.org/wiki/Oceans_Red,METALCORE;POST HARDCORE;SCREAMO;ELECTRONIC;DUBSTEP
OCTOPUS MAIDEN,,,,
OFFALMINCER,DEATH METAL,2003.0,https://ru.wikipedia.org/wiki/Offalmincer,DEATH METAL
OHVER NR 32125,,,,
OK GIRL,,,,
OKTAGON,,,,
OLD HORNED SHEEP,,,,
OLD'SCHOOL,,,,
OLIVE MESS,PROGRESSIVE ROCK,1998.0,https://en.wikipedia.org/wiki/Olive_Mess,PROGRESSIVE ROCK
OMINOUS ABYSS,ROCK,1999.0,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D1%82_%22Ominous_Abyss%22,ROCK
ON-THE-GO,ИНДИ-ПОП;ДЭНС-РОК,2007.0,https://ru.wikipedia.org/wiki/On-The-Go,INDIE POP;DANCE ROCK
ONEGIN,METAL;ALTERNATIVE,2000.0,https://ru.wikipedia.org/wiki/Onegin_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),METAL;ALTERNATIVE
ONU BELLA JA ÖÖRAHU,,2009.0,https://et.wikipedia.org/wiki/Onu_Bella_ja_%C3%96%C3%B6rahu,
ONUKA,СИНТІ-ПОП;ЕЛЕКТРОНІКА;ФОЛКТРОНІКА;ФОЛК,2013.0,https://uk.wikipedia.org/wiki/ONUKA,ELECTRONIC;FOLK;FOLKTRONICS;SYNTH POP
OORT,REGIROK,1996.0,https://et.wikipedia.org/wiki/Oort,REGGAE ROCK
OPEN SPACE,БРИТПОП;ПОП-РОК,2006.0,https://ru.wikipedia.org/wiki/Open_Space_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BRIT POP;POP ROCK
OPERATSIOON Õ,,,,
OPERTRACK,,,,
OPTIMISTID,ROCK,1965.0,https://et.wikipedia.org/wiki/Optimistid,ROCK
OPTIMYSTICA ORCHESTRA,,,,
OPUS,ПОП;КОМЕДИ-РОК;ДИСКО,1982.0,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D1%83%D1%81_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP;DISCO;COMEDY ROCK
OPUS PRO,SMAGAIS ROKS;SMAGAIS METĀLS,1986.0,https://lv.wikipedia.org/wiki/Opus_Pro,HEAVY METAL;HARD ROCK
ORCRIST,,,,
ORDINAL NAME,ЭМБИЕНТ;НОЙЗ-РОК;ГОТИК-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2008.0,https://ru.wikipedia.org/wiki/Ordinal_Name,ALTERNATIVE ROCK;NOISE ROCK;AMBIENT;GOTHIC ROCK
ORELIPOISS,,,,
ORIENT X-PRESS,,,,
ORNAMENT,PROGE ROCK;HARD ROCK,1972.0,https://et.wikipedia.org/wiki/Ornament_(ansambel),PROGRESSIVE ROCK;HARD ROCK
ORTHANK,ROCK,,,ROCK
OSIMIRA,ETHNO,2013.0,https://ru.wikipedia.org/wiki/Osimira,ETHNO
OSKORD,,,,
OSSASTORIUM,DEATH METAL,2001.0,https://lt.wikipedia.org/wiki/Ossastorium,DEATH METAL
OT VINTA!,РОКАБІЛІ,1993.0,https://uk.wikipedia.org/wiki/Ot_Vinta!,ROCKABILLY
OTRA PUSE,POPMŪZIKA;SINTPOPS,1992.0,https://lv.wikipedia.org/wiki/Otra_Puse,POP;SYNTH POP
